#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2025-12-16-22-24-34
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1765856591.902738	CKnEJX2ADeE2ekZJW9	10.2.20.10	59963	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000946	0.000549	183.160.133.132	1765856294.083601	552398825.160450	1765856594.057194	1765856594.057278	0
1765858640.021654	CV22lj3VXPWh8gXXu8	10.2.20.10	39402	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1775963076.273151	0
1765858640.052047	CV22lj3VXPWh8gXXu8	10.2.20.10	39402	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000900	0.000488	183.160.133.132	1765858362.376242	-1775963076.273151	1765858642.321411	1765858642.321452	0
1765860688.157903	CHucbms5kx3nSt4ua	10.2.20.10	46910	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1485449925.233035	0
1765860688.180232	CHucbms5kx3nSt4ua	10.2.20.10	46910	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000931	0.000168	183.160.133.132	1765860685.754625	-1485449925.233035	1765860690.563975	1765860690.564003	0
1765864784.424862	CKx4YTaaNx0CyNrP1	10.2.20.10	33965	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1144034896.567827	0
1765864784.447687	CKx4YTaaNx0CyNrP1	10.2.20.10	33965	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000946	0.000366	183.160.133.132	1765864566.795098	1144034896.567827	1765864787.060423	1765864787.060580	0
1765866832.560944	C5LCG6tNbJr8IHEUh	10.2.20.10	57995	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1524934984.570168	0
1765866832.582933	C5LCG6tNbJr8IHEUh	10.2.20.10	57995	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000992	0.000381	183.160.133.132	1765866637.736981	1524934984.570168	1765866835.311790	1765866835.311885	0
1765868880.694412	CuLN5y4vWIEdZ7DYgd	10.2.20.10	53983	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1657642488.139234	0
1765868880.718663	CuLN5y4vWIEdZ7DYgd	10.2.20.10	53983	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000961	0.000320	183.160.133.132	1765868710.079980	-1657642488.139234	1765868883.562653	1765868883.562670	0
1765870928.828576	Czf83p26t7Wgixtp0i	10.2.20.10	35812	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1005359092.178391	0
1765870928.857297	Czf83p26t7Wgixtp0i	10.2.20.10	35812	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000977	0.000275	183.160.133.132	1765870782.970345	-1005359092.178391	1765870931.815501	1765870931.815512	0
1765872976.960841	CO9Ezh2I0YCacZkyQl	10.2.20.10	38255	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	48131440.669860	0
1765872976.984602	CO9Ezh2I0YCacZkyQl	10.2.20.10	38255	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000977	0.000290	183.160.133.132	1765872848.015837	48131440.669860	1765872980.056747	1765872980.056781	0
1765875025.102868	CFdCA43aMFPyRJDend	10.2.20.10	40675	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	952559973.521602	0
1765875025.126623	CFdCA43aMFPyRJDend	10.2.20.10	40675	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000977	0.000305	183.160.133.132	1765874913.983114	952559973.521602	1765875028.314213	1765875028.314225	0
1765877073.236447	C2wMEM30fTotC3xufg	10.2.20.10	51829	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1220337616.080655	0
1765877073.261736	C2wMEM30fTotC3xufg	10.2.20.10	51829	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000977	0.000244	183.160.133.132	1765876983.106394	-1220337616.080655	1765877076.562001	1765877076.562027	0
1765879121.372939	C6syWV1EUZ07gnlh0a	10.2.20.10	46599	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	2074870293.394520	0
1765879121.395704	C6syWV1EUZ07gnlh0a	10.2.20.10	46599	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000961	0.000214	183.160.133.132	1765879055.974896	2074870293.394520	1765879124.812272	1765879124.812324	0
1765881169.507721	CuA5tC2otjch35Jahb	10.2.20.10	54604	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-433931594.097473	0
1765881169.531017	CuA5tC2otjch35Jahb	10.2.20.10	54604	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000931	0.000198	183.160.133.132	1765881119.859509	-433931594.097473	1765881173.062963	1765881173.062974	0
1765883217.640730	CUrBwubbm6B3CrAz2	10.2.20.10	38203	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1106457984.867849	0
1765883217.665485	CUrBwubbm6B3CrAz2	10.2.20.10	38203	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000961	0.000244	183.160.133.132	1765883186.409823	-1106457984.867849	1765883221.310672	1765883221.310682	0
1765885265.777348	C71cQO2TjdzQaE6OD8	10.2.20.10	32881	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1753453040.020118	0
1765885265.800953	C71cQO2TjdzQaE6OD8	10.2.20.10	32881	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000977	0.000153	183.160.133.132	1765885262.328328	-1753453040.020118	1765885269.561338	1765885269.561368	0
1765887313.912876	C0qjxz21L0A1PvM7dc	10.2.20.10	51320	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	684200847.820840	0
1765887313.935129	C0qjxz21L0A1PvM7dc	10.2.20.10	51320	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000961	0.000259	183.160.133.132	1765887198.816252	684200847.820840	1765887317.810848	1765887317.810858	0
1765889362.048308	CWALbs3IhQbm22xjF7	10.2.20.10	52552	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	232915168.073361	0
1765889362.069086	CWALbs3IhQbm22xjF7	10.2.20.10	52552	185.125.190.58	123	4	4	2	1.000000	0.000000	0.001007	0.000244	183.160.133.132	1765889267.857966	232915168.073361	1765889366.059873	1765889366.059887	0
1765891410.184484	COTRx8H6Yd4iNYi75	10.2.20.10	54932	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1264388443.682235	0
1765891410.262895	COTRx8H6Yd4iNYi75	10.2.20.10	54932	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000946	0.000259	183.160.133.132	1765891330.514064	1264388443.682235	1765891414.367868	1765891414.367891	0
1765893458.320246	CLxntE1CTK80Li3X8h	10.2.20.10	39368	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-450942087.990342	0
1765893458.349643	CLxntE1CTK80Li3X8h	10.2.20.10	39368	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000931	0.000229	183.160.133.132	1765893404.910607	-450942087.990342	1765893462.569805	1765893462.569835	0
1765895506.447677	CAMFDL2StOGACWTXpl	10.2.20.10	48494	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1312125573.827963	0
1765895506.481025	CAMFDL2StOGACWTXpl	10.2.20.10	48494	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000961	0.000244	183.160.133.132	1765895468.294042	-1312125573.827963	1765895510.816816	1765895510.816872	0
1765897554.579487	CC0aoV21A2aMsTgRS3	10.2.20.10	35967	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	840479539.137429	0
1765897554.602859	CC0aoV21A2aMsTgRS3	10.2.20.10	35967	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000992	0.000214	183.160.133.132	1765897530.785832	840479539.137429	1765897559.052158	1765897559.052191	0
1765899602.727923	C5bXK64CsW72n95J5l	10.2.20.10	51495	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-2084150153.573229	0
1765899602.751370	C5bXK64CsW72n95J5l	10.2.20.10	51495	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000961	0.000183	183.160.133.132	1765899605.465235	-2084150153.573229	1765899607.315767	1765899607.315834	0
1765901650.860803	CeMcGG3AqPJ9UUZHah	10.2.20.10	35170	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1995307739.404500	0
1765901650.883858	CeMcGG3AqPJ9UUZHah	10.2.20.10	35170	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000961	0.000366	183.160.133.132	1765901542.392153	-1995307739.404500	1765901655.562627	1765901655.562661	0
1765903698.995880	CPwsuG1v1kpp1EZxOk	10.2.20.10	33490	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-520505307.755660	0
1765903699.020156	CPwsuG1v1kpp1EZxOk	10.2.20.10	33490	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000961	0.000305	183.160.133.132	1765903613.903357	-520505307.755660	1765903703.813173	1765903703.813185	0
1765905747.130136	CIGRCo37oMTp00051j	10.2.20.10	36637	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	432170876.158699	0
1765905747.153622	CIGRCo37oMTp00051j	10.2.20.10	36637	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000946	0.000214	183.160.133.132	1765905749.459430	432170876.158699	1765905752.061651	1765905752.061675	0
1765907795.266253	CS168S1UUU4dNJviAa	10.2.20.10	38243	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1296872773.660693	0
1765907795.294188	CS168S1UUU4dNJviAa	10.2.20.10	38243	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000961	0.000290	183.160.133.132	1765907688.758377	1296872773.660693	1765907800.317231	1765907800.317261	0
1765909843.396242	CxoF4rsEDl9xy8pIj	10.2.20.10	50468	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	654966306.272717	0
1765909843.418623	CxoF4rsEDl9xy8pIj	10.2.20.10	50468	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000946	0.000183	183.160.133.132	1765909817.201378	654966306.272717	1765909848.557213	1765909848.557270	0
1765911891.535841	CbHLL1GWeCUIsLmnj	10.2.20.10	51801	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-495496254.870201	0
1765911891.566756	CbHLL1GWeCUIsLmnj	10.2.20.10	51801	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000900	0.000214	183.160.133.132	1765911821.998105	-495496254.870201	1765911896.818592	1765911896.818611	0
1765913939.666568	CEWG4i3KazIF7WcTWb	10.2.20.10	56917	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685484949.920694	0
1765913939.691589	CEWG4i3KazIF7WcTWb	10.2.20.10	56917	185.125.190.58	123	4	4	2	1.000000	0.000000	0.000946	0.000244	183.160.133.132	1765913895.364042	1685484949.920694	1765913945.059675	1765913945.059683	0
1765915987.805184	C4CuFe42qBEhFvOlff	10.2.20.10	54350	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-2109685879.816768	0
1765915987.827667	C4CuFe42qBEhFvOlff	10.2.20.10	54350	185.125.190.58	123	4	4	2	1.000000	0.000000	0.001007	0.000305	183.160.133.132	1765915964.975174	-2109685879.816768	1765915993.309887	1765915993.309937	0
#close	2025-12-16-22-24-36
